300015	爱尔眼科	1,520,721,764	1,194,892,811	Q83 卫生	1
300017	网宿科技	2,409,696,921	1,589,762,937	I65 软件和信息技术服务业	1
300020	银江股份	655,789,086	618,564,101	I65 软件和信息技术服务业	1
300024	机器人	1,560,239,617	1,513,564,804	C34 通用设备制造业	1
300026	红日药业	3,011,054,793	2,234,482,266	C27 医药制造业	1
300027	华谊兄弟	2,774,505,919	1,919,922,068	R86 广播、电视、电影和影视录音	1
300033	同花顺	537,600,000	263,620,146	I65 软件和信息技术服务业	1
300055	万邦达	865,184,815	825,614,908	E48 土木工程建筑业	1
300058	蓝色光标	2,142,207,139	1,569,761,466	L72 商务服务业	1
300059	东方财富	4,288,779,718	3,188,196,076	I64 互联网和相关服务	1
300068	南都电源	788,176,858	590,340,341	C38 电气机械和器材制造业	1
300070	碧水源	3,133,686,772	1,921,014,369	N77 生态保护和环境治理业	1
300072	三聚环保	1,807,310,827	1,370,429,790	C26 化学原料和化学制品制造业	1
300073	当升科技	366,068,040	326,686,060	C30 非金属矿物制品业	1
300077	国民技术	563,640,000	541,898,100	C39 计算机、通信和其他电子设备	1
300085	银之杰	684,013,769	351,445,813	I65 软件和信息技术服务业	1
300088	长信科技	1,149,439,907	1,097,522,754	C39 计算机、通信和其他电子设备	1
300090	盛运环保	1,319,952,922	877,170,648	C34 通用设备制造业	1
300104	乐视网	1,994,720,096	1,269,835,480	I64 互联网和相关服务	1
300113	顺网科技	693,535,165	461,972,196	I64 互联网和相关服务	1
300115	长盈精密	907,922,097	901,348,567	C39 计算机、通信和其他电子设备	1
300124	汇川技术	1,665,111,931	1,273,753,603	C38 电气机械和器材制造业	1
300133	华策影视	1,746,625,521	1,187,687,618	R86 广播、电视、电影和影视录音	1
300134	大富科技	767,498,006	712,416,506	C39 计算机、通信和其他电子设备	1
300136	信维通信	982,834,638	723,186,019	C39 计算机、通信和其他电子设备	1
300144	宋城演艺	1,452,607,800	1,146,874,319	R87 文化艺术业	1
300146	汤臣倍健	1,470,121,880	872,145,000	C14 食品制造业	1
300156	神雾环保	1,010,024,415	721,800,000	C35 专用设备制造业	1
300159	新研股份	1,490,360,202	949,690,236	C35 专用设备制造业	1
300166	东方国信	1,049,969,480	806,451,486	I65 软件和信息技术服务业	1
300168	万达信息	1,031,082,642	1,008,582,950	I65 软件和信息技术服务业	1
300182	捷成股份	2,554,968,807	1,378,654,526	I65 软件和信息技术服务业	1
300197	铁汉生态	1,519,653,615	991,143,484	E48 土木工程建筑业	1
300199	翰宇药业	934,692,540	562,676,413	C27 医药制造业	1
300207	欣旺达	1,291,912,500	1,168,361,879	C38 电气机械和器材制造业	1
300244	迪安诊断	551,029,453	342,153,372	Q83 卫生	1
300251	光线传媒	2,933,608,432	2,752,027,091	R86 广播、电视、电影和影视录音	1
300253	卫宁健康	1,600,476,572	1,143,641,435	I65 软件和信息技术服务业	1
300267	尔康制药	2,062,604,870	1,162,551,914	C27 医药制造业	1
300273	和佳股份	787,823,576	562,410,824	C35 专用设备制造业	1
300291	华录百纳	812,461,176	503,739,670	R86 广播、电视、电影和影视录音	1
300292	吴通控股	1,274,850,476	707,036,909	C39 计算机、通信和其他电子设备	1
300296	利亚德	1,628,910,650	841,462,698	C39 计算机、通信和其他电子设备	1
300315	掌趣科技	2,770,874,854	2,642,640,039	I64 互联网和相关服务	1
300367	东方网力	855,445,172	396,154,961	C39 计算机、通信和其他电子设备	1
300376	易事特	2,303,834,556	1,998,153,600	C38 电气机械和器材制造业	1
300383	光环新网	1,446,351,388	1,365,031,939	I65 软件和信息技术服务业	1
300408	三环集团	1,727,950,422	978,958,750	C39 计算机、通信和其他电子设备	1
300418	昆仑万维	1,159,124,083	444,510,980	I64 互联网和相关服务	1
300431	暴风集团	331,977,525	234,240,749	I64 互联网和相关服务	1
300433	蓝思科技	2,617,923,326	442,856,606	C39 计算机、通信和其他电子设备	1
300459	金科娱乐	1,581,260,853	519,523,406	C26 化学原料和化学制品制造业	1
300474	景嘉微	267,000,000	67,000,000	C39 计算机、通信和其他电子设备	1
300496	中科创达	402,339,228	217,817,105	I65 软件和信息技术服务业	1
300498	温氏股份	5,220,356,227	3,545,532,205	A03 畜牧业	1
